orig_symbol	logFC	logCPM	F	PValue	FDR
Tnk2os	-14.468367944742997	9.387830005438007	24787.140942305366	0	0
Lrrc18	-14.46834767274907	9.389762086942053	24918.297794898834	0	0
Adam7	-14.468283103823287	9.38812737276571	24806.906365751278	0	0
Trip10	-14.468249039916197	9.388373590711167	24824.222180918387	0	0
Mageb18	-14.468217508945678	9.388639605261568	24841.43432191558	0	0
Gm15915	-14.468202084362265	9.387901115116497	24790.526534486937	0	0
Ssc5d	-14.468158696484474	9.387743281988067	24780.232352694456	0	0
Serinc4	-14.468115111531546	9.388666395234234	24842.76000545485	0	0
Sardh	-14.4680933251249	9.388385014018196	24823.92494343882	0	0
Ano2	-14.468043678637816	9.389217912992224	24881.07377723234	0	0
Gm43260	-14.467965104966426	9.387848891037201	24787.02782192627	0	0
1700109G14Rik	-14.46793585578182	9.387689744758873	24775.557945591227	0	0
Gm43920	-14.467866687360507	9.387852677651978	24786.72869347517	0	0
Mocs3	-14.467865483341841	9.3886500120388785	24841.23485430723	0	0
Atp4a	-14.467857814912835	9.388089710101228	24803.737956741435	0	0
Gm15419	-14.467840515407234	9.388706885355592	24845.128006875562	0	0
Esam	-14.467829170630633	9.38812973234739	24805.572350174836	0	0
Gm15708	-14.467828959957197	9.388301913935237	24817.566283807977	0	0
Tarm1	-14.467793347436235	9.387091731887697	24733.05443583085	0	0
Bmp8a	-14.467769972309787	9.387898453902778	24790.532136714304	0	0
Podxl	-14.46773956645499	9.390274893745714	24950.942807142936	0	0
Gm17473	-14.467736380210537	9.387584759090542	24767.801791266997	0	0
4930509G22Rik	-14.467711166290824	9.388433650034646	24826.879092909985	0	0
Gm36693	-14.467705226768425	9.38876881918359	24849.477600548737	0	0
Gm26632	-14.467660894890063	9.388061676159378	24801.233086401917	0	0
Gm32710	-14.467612422367795	9.388167082755478	24807.6523269297	0	0
Zfp551	-14.467600190546122	9.388977934759746	24863.44932533555	0	0
1700003G18Rik	-14.46751201007567	9.387589581804168	24768.53094964615	0	0
Gm50335	-14.467486852461786	9.388729159476163	24845.69058154023	0	0
Tsix	-14.46747565359181	9.388121017534376	24805.105357710414	0	0
Alpk2	-14.467406429733092	9.388584281608198	24835.73460350713	0	0
Fer1l5	-14.467379409549718	9.38903352172342	24866.590172419747	0	0
Gm47950	-14.467336262656005	9.388460081122707	24827.420321875183	0	0
Spryd4	-14.467292752686408	9.387971980270194	24793.84219425184	0	0
Gm16170	-14.46727675762877	9.388713697974936	24844.620031286322	0	0
Tmem81	-14.467272102415341	9.388492341555581	24829.866682277378	0	0
Vwce	-14.467271601500618	9.389210848942804	24878.47885050435	0	0
Gm15898	-14.467209161412342	9.388446505889192	24825.851028284036	0	0
Gm44793	-14.467203332670465	9.387217597333283	24741.309933675497	0	0
Gm27000	-14.467146160097284	9.38835057265828	24819.172784823502	0	0
Gm50287	-14.467131199582479	9.388721745832003	24844.092760637734	0	0
Gm48900	-14.467120053006422	9.389086303812013	24868.918466504965	0	0
Gm42953	-14.467103855828032	9.38970852024855	24911.720632970002	0	0
Gm19391	-14.467052227724302	9.387707665444903	24775.312315967993	0	0
Gm15948	-14.467046159928332	9.38800938086775	24795.872847785708	0	0
Psmc3ip	-14.467014733193334	9.38842939581673	24823.53652200929	0	0
Slco1c1	-14.46696685658969	9.387440162309446	24756.650802317756	0	0
Gm36594	-14.466938991624632	9.388501581207231	24827.365877427026	0	0
Vipr2	-14.46691060693226	9.388952148079806	24859.578997516623	0	0
Gm16758	-14.466895190658809	9.38865303609746	24839.80273436908	0	0
Gm48657	-14.466886432145136	9.388298865459744	24815.437730410107	0	0
Naif1	-14.466796180495901	9.388820880617049	24850.832784345344	0	0
Wdr62	-14.466763304124846	9.388222889320135	24809.27826841112	0	0
Klhl40	-14.466749201767191	9.38769417391042	24772.40743850837	0	0
Gm17249	-14.46674721558158	9.388488292918172	24827.40420405104	0	0
4930477G07Rik	-14.466694811732527	9.388526552817698	24830.818581957654	0	0
Rapsn	-14.466680570917424	9.388393902600306	24820.949553728708	0	0
Zfp968	-14.466655112088798	9.387895756159415	24787.15426341553	0	0
Fam178b	-14.466635179319798	9.387929379952265	24789.31916590205	0	0
Gm30667	-14.466634026057575	9.388414435890356	24822.04616690408	0	0
4933405D12Rik	-14.466582094331915	9.387710856361133	24773.77612514696	0	0
Casp4	-14.466474098853835	9.388778622142437	24847.389431290154	0	0
Gm11551	-14.466449505618396	9.389237874244719	24877.605862473993	0	0
Cpxm2	-14.466443994148925	9.38834305139132	24817.531507690655	0	0
Psmb8	-14.466415492638774	9.388156295922483	24804.448257651024	0	0
Stkld1	-14.466413398286575	9.388010778113784	24794.439962604687	0	0
Skint6	-14.46640904301602	9.388328763212993	24816.094266780477	0	0
Gm14064	-14.466387950645874	9.388222714110231	24809.03546065959	0	0
Adam2	-14.466367466919014	9.388347622266513	24815.184978811747	0	0
Gm30332	-14.466360748909116	9.388107349600983	24801.02484258457	0	0
Ccdc169	-14.466334313234611	9.388205846141926	24807.404959336156	0	0
C8g	-14.46632017233048	9.388023585371975	24793.927717462793	0	0
Trpm6	-14.46630952883136	9.38844051702074	24823.610513055544	0	0
Olfr273	-14.466287447523323	9.38867096730429	24839.569781480925	0	0
Mfng	-14.466240661891073	9.389451262586318	24892.34125131571	0	0
Gm41492	-14.466219154764996	9.388267680295657	24809.764066058015	0	0
Otud1	-14.466210487997087	9.388408666057352	24820.986124673622	0	0
Gm10277	-14.46620246473618	9.387744967085807	24774.910306472317	0	0
Glrp1	-14.466188430354272	9.388927991223765	24856.863634520327	0	0
Nt5c1a	-14.466164670111453	9.387848733284933	24782.039763359353	0	0
Faap24	-14.466087110683088	9.388280330358212	24812.267732218934	0	0
Slc45a3	-14.466072611647995	9.387891814842176	24785.990475082996	0	0
Gm47684	-14.466059121030758	9.387545735842364	24760.01026739211	0	0
Gm47018	-14.465961193538043	9.387731147620604	24774.284444545985	0	0
Mrc1	-14.465959190484643	9.387872634767334	24784.465327175432	0	0
Gm44626	-14.46593714232013	9.388263172756615	24810.813262584074	0	0
Zkscan4	-14.465918522018452	9.388413728454045	24820.75020934246	0	0
5730414N17Rik	-14.465843487124637	9.388940996503472	24856.324009563763	0	0
Lbhd1	-14.46582254535657	9.388364713576719	24817.00870994814	0	0
Gm14027	-14.465678475198331	9.387451004156897	24753.951656842124	0	0
5730419F03Rik	-14.465668485390317	9.387959094053718	24789.36279015942	0	0
Fam81b	-14.46563040572935	9.387915656950597	24785.536370926748	0	0
Cpb2	-14.465594345339285	9.387893752297375	24783.364136799497	0	0
Gm16573	-14.465522215750338	9.387925729121745	24786.055883594207	0	0
Gm36864	-14.465496973257652	9.388535759913571	24827.337380622514	0	0
Siah1b	-14.465471168333995	9.38862843618106	24833.53598658915	0	0
C130083M11Rik	-14.465436697167622	9.387927429756537	24785.83485228944	0	0
1700055D18Rik	-14.465376333028775	9.387711000762684	24771.137830424468	0	0
Gm20682	-14.465286611335106	9.388414821534553	24818.517221506932	0	0
Krt12	-14.465243594946832	9.387775525433625	24775.24916011501	0	0
Apobec2	-14.465177284600612	9.388393799414267	24817.5821651198	0	0
Cldn5	-14.465048256989485	9.388476745875382	24822.730656802618	0	0
Tes3-ps	-14.465015353927754	9.388493786675554	24822.98114998815	0	0
Gm31749	-14.464982853889632	9.387550142211309	24759.01618644181	0	0
Smpd5	-14.464975460808544	9.388759340986761	24842.132109966115	0	0
Ifit3	-14.464927168338235	9.388457966675245	24821.075519107802	0	0
Tmem177	-14.464907633281014	9.388392661004819	24817.19287236149	0	0
Snx33	-14.464883487375806	9.388559384678677	24828.281250437623	0	0
Gm26737	-14.464855289894809	9.38794838452943	24784.623667059437	0	0
Plscr2	-14.464841394141887	9.388673266637978	24835.348592021914	0	0
Btbd19	-14.464839746477239	9.387796937917718	24775.026274155407	0	0
4732414G09Rik	-14.464808946821147	9.38819211388726	24802.55199608076	0	0
Gm3512	-14.464773241414537	9.388465180303605	24821.38120957306	0	0
Gm30613	-14.464745928822289	9.387477907659708	24753.56439412706	0	0
Gm43625	-14.46474159673036	9.388064409005903	24792.71375905868	0	0
Gm11769	-14.464664983183539	9.387981356250519	24788.030617317152	0	0
Rdh12	-14.464661359630135	9.388157737212305	24799.91237251614	0	0
Gm32184	-14.464644752737874	9.387478390620348	24752.61038800687	0	0
Gm47565	-14.46462964058385	9.388065309424	24793.511565194036	0	0
Mfge8	-14.464627347423928	9.38947662842868	24889.677128809955	0	0
Coa4	-14.464622383756142	9.387961201808736	24786.04289608276	0	0
Gm34838	-14.464588800239309	9.388862752855822	24847.25734919399	0	0
Scara3	-14.464587332838972	9.388940633276317	24852.947400423	0	0
Btc	-14.464565216290177	9.387664772105397	24765.67407098897	0	0
Gm42941	-14.4645461366013	9.388026930204267	24790.717005328974	0	0
Lrrc71	-14.464542266433275	9.388446159162905	24819.287145667888	0	0
C5ar1	-14.464481251112463	9.388397660524301	24816.55208519421	0	0
C030037F17Rik	-14.464480378253862	9.388511740698009	24823.588560359403	0	0
Ddx28	-14.464464540902965	9.389683947456664	24903.045723683877	0	0
Gm27234	-14.464461984838035	9.388273035683586	24807.42339576621	0	0
1810059H22Rik	-14.46440863854993	9.388625248020759	24831.349649853033	0	0
Gm45591	-14.464343696999693	9.388538131082372	24824.379437376632	0	0
Tomm6os	-14.464332154816267	9.38881652117694	24843.756091311327	0	0
Gm50383	-14.464215776076198	9.388403825353144	24814.31542492222	0	0
2310034G01Rik	-14.46419898118446	9.388341677012724	24811.274156954663	0	0
Ntf3	-14.464189440058584	9.388953699411635	24853.233994022034	0	0
Gm13062	-14.464188281876524	9.389358279493516	24880.41442086452	0	0
Gli2	-14.464119176246669	9.389089255607635	24862.27243103738	0	0
Slitrk6	-14.464104433857692	9.389238252860007	24871.19977773037	0	0
Barx2	-14.464102547561023	9.388666349812016	24833.347010685295	0	0
Tex45	-14.46409979452333	9.38856156214056	24826.109335197147	0	0
E2f1	-14.464036272581483	9.387834462046413	24776.253191096468	0	0
Gm28523	-14.463960947027564	9.388056659428194	24791.09450572939	0	0
Gm35161	-14.46395229227652	9.38951739844431	24890.0105380761	0	0
Gm12979	-14.463936124348658	9.388006206697103	24787.27790403909	0	0
Pih1d2	-14.463935222391617	9.388111429501214	24795.00944896205	0	0
A730045E13Rik	-14.463934107049157	9.388040334685762	24790.279297352085	0	0
2810407A14Rik	-14.463916561415347	9.388301602969696	24807.97943454071	0	0
Tap1	-14.463910326629474	9.388430818597929	24816.878266045776	0	0
Gm26655	-14.463879815998116	9.389410680330856	24883.38290640674	0	0
Nlrp1a	-14.463829220390444	9.388646226246566	24831.809628216637	0	0
Gm43126	-14.463765496761482	9.389920616164046	24917.19887275246	0	0
4930431P03Rik	-14.46371789610564	9.38864507121869	24830.981667815206	0	0
Cenpe	-14.463711118078667	9.388053210347659	24790.230477730245	0	0
Gm28417	-14.463696455457839	9.389256671124203	24871.73346931799	0	0
Gm43566	-14.463681577726739	9.388518882247375	24822.301434705547	0	0
Gmfg	-14.463665640793076	9.389239403349013	24871.434859830122	0	0
Gm14252	-14.463563968713391	9.388765601222437	24838.53078172202	0	0
Gm29675	-14.4635313908503	9.388319706842186	24808.331294248866	0	0
Gm42620	-14.463466155607518	9.388379308776624	24811.89856935614	0	0
Gm29260	-14.463368844596717	9.388206063035765	24799.749565278325	0	0
4930524O07Rik	-14.463368653485455	9.388938379534835	24849.739812700813	0	0
Stpg4	-14.463367476023766	9.388758305660879	24838.078814946264	0	0
Zfp820	-14.46335753297237	9.388637848850658	24828.731313988643	0	0
Uaca	-14.463339215260442	9.388381915955298	24811.430742504414	0	0
Gm35019	-14.463329775558915	9.388215687222763	24800.216171992823	0	0
4930408O17Rik	-14.463259673398722	9.388196454753913	24798.56407450181	0	0
Usp51	-14.46325145176046	9.388883818356442	24846.290017412033	0	0
Tfap2d	-14.463236780830439	9.388436071939307	24815.070485690278	0	0
Spata4	-14.463198952302115	9.388446490671534	24815.556400361776	0	0
Bcl2l12	-14.4631952787903	9.388784348903668	24838.87766892879	0	0
Lrrc36	-14.463161320241099	9.388001830436007	24785.868634218114	0	0
Gm12184	-14.463102982269014	9.38823990702405	24801.709698799554	0	0
Slfn8	-14.463061935353727	9.38998633693522	24920.15975494685	0	0
Gm29670	-14.463041285048938	9.387842088412343	24773.643813453276	0	0
Batf2	-14.463035316765318	9.388653997491073	24829.64895579101	0	0
Pax6os1	-14.463030358617402	9.388492585714758	24817.764498742574	0	0
Gm50218	-14.463000832708198	9.388350241029146	24808.326999127916	0	0
Mybphl	-14.46297539093528	9.389286635523217	24872.5393668921	0	0
Ccdc178	-14.46295216632009	9.38903272277115	24855.2421352592	0	0
Gfral	-14.462917423668571	9.388345330236588	24806.9902485626	0	0
Asb15	-14.462895823902095	9.389309624184799	24874.157569027895	0	0
Zfp965	-14.4627859862678	9.38798161603259	24783.00366846114	0	0
E430018J23Rik	-14.462784291041459	9.389608273971007	24893.3423333282	0	0
Sgo2a	-14.462765689451494	9.387713763315197	24763.43876501395	0	0
Gm42836	-14.462741657520573	9.388993201943855	24851.996170193386	0	0
Gm49312	-14.462732868359149	9.388015600430807	24784.875777768142	0	0
Zfp960	-14.462707817717671	9.388582000043185	24824.37888002652	0	0
Gm37751	-14.462665546563738	9.388177353921774	24795.899415578406	0	0
Acpp	-14.462632554733968	9.38789763478459	24776.837813400343	0	0
Prom1	-14.462609905559834	9.387748584883582	24767.601055802985	0	0
Gm20463	-14.462594752225439	9.388511403465039	24819.031002780976	0	0
Gm11651	-14.462591516129812	9.38869793242823	24831.54588834106	0	0
Gm27040	-14.462519646475936	9.387604020019094	24756.04159256655	0	0
C2cd4c	-14.462445173520265	9.388352322841515	24807.530807737905	0	0
A930001C03Rik	-14.462414780316593	9.388500936117659	24817.502958848007	0	0
Nid1	-14.462176434655069	9.388386669797454	24809.72112471434	0	0
Gm2464	-14.462154479794926	9.389042784874336	24853.45018455327	0	0
Gm21976	-14.462114728323073	9.388308697873192	24803.812304419203	0	0
1700093K21Rik	-14.462111628279926	9.38918451589864	24863.20775518086	0	0
Gm9873	-14.462085284282919	9.388858552186871	24841.453344863876	0	0
Gp1bb	-14.46200201670666	9.38836998196206	24808.131432768896	0	0
Gm15201	-14.461983557578547	9.388138651209283	24792.16759736493	0	0
Gm15729	-14.461931570404063	9.388432156347717	24811.58799279245	0	0
S100a3	-14.461922346021312	9.388652430771659	24826.94245985493	0	0
Wdr93	-14.461894167260027	9.3882165406593	24797.12541927273	0	0
Knstrn	-14.461885234693916	9.388963537356688	24847.63592397651	0	0
Gm20539	-14.461855628029284	9.388834077496035	24837.684071478263	0	0
Tmprss11d	-14.461825993164213	9.38915864255671	24860.966562956113	0	0
1700008J07Rik	-14.461811447797501	9.388662101852491	24827.58071613655	0	0
Gm43666	-14.46180348913369	9.388447707154716	24812.630901579665	0	0
Actrt3	-14.461766361570463	9.388638552229034	24824.383970153096	0	0
C330019F10Rik	-14.461753776699076	9.388227407597862	24797.78962117698	0	0
Gm50019	-14.46175281839815	9.388345764679395	24805.452387883463	0	0
Gm45338	-14.461650436826961	9.388542214762998	24818.525281970113	0	0
5330413P13Rik	-14.461628863108642	9.38911130803342	24857.563618664357	0	0
Pcp2	-14.46161819681303	9.389644404857611	24892.761650143144	0	0
1700123O12Rik	-14.461601705491896	9.38948713480228	24882.371826518913	0	0
Rab3d	-14.461582581269921	9.388618673180218	24823.264704586225	0	0
B230208B08Rik	-14.461578045526672	9.38885067464244	24839.591499118393	0	0
Gm9747	-14.461565302181993	9.389399834916597	24875.891737783142	0	0
4930465K09Rik	-14.461525370766152	9.388626664365532	24824.01783391451	0	0
Gm14697	-14.461451413855253	9.387728846674854	24762.38656948012	0	0
Gm14419	-14.461339166847173	9.388248516859132	24798.188283898613	0	0
Cnn1	-14.461331926163863	9.38822554803983	24795.60325496653	0	0
Shcbp1	-14.461303733759888	9.388199096246987	24794.238588208565	0	0
Gm128	-14.461275274648587	9.388426651190883	24809.726442904623	0	0
Kif26a	-14.461227314063484	9.38996480311952	24913.415896656817	0	0
Lipt2	-14.461200860567024	9.389240341999416	24864.92013784928	0	0
Gm20483	-14.461182379996648	9.388131679558876	24788.50031129634	0	0
Gm49957	-14.461153842762114	9.388181489378827	24792.196310091527	0	0
Gm42939	-14.461149661003818	9.38866624200174	24826.08726799128	0	0
Gm4681	-14.461122784873622	9.388530222599435	24816.65217833523	0	0
Sertad1	-14.461055964770603	9.387968571132529	24777.783027701294	0	0
Ptgdr	-14.461045529936607	9.3887690495642655	24832.863847324694	0	0
Gm16582	-14.461023592484914	9.388740515500782	24830.552205173008	0	0
9130409I23Rik	-14.460994611020391	9.388980197718968	24846.572544849994	0	0
Optc	-14.460977043412697	9.388388915324244	24807.004915052836	0	0
Xlr3a	-14.460968380330442	9.389143244002684	24857.62759937848	0	0
Was	-14.460891357731125	9.388480545002025	24812.934778879953	0	0
Slamf6	-14.460872024031378	9.38915631781547	24858.92463995583	0	0
Ccdc116	-14.460871718169976	9.388963388962052	24845.18217311028	0	0
Gucy1b2	-14.46086084529892	9.388307170993555	24800.392984898615	0	0
Trpv3	-14.460830128014301	9.388168340597375	24790.49414923726	0	0
Gm30624	-14.46081859411659	9.388277200939442	24798.153972399425	0	0
Gm28875	-14.460791928656047	9.389137950029793	24856.785280113243	0	0
F830208F22Rik	-14.46072225451726	9.388968873824274	24845.101810010055	0	0
Gm10941	-14.460708524474645	9.387899410541195	24772.017111566653	0	0
Sp6	-14.460659323189295	9.388891843595273	24839.803047542257	0	0
Cited1	-14.460634828840815	9.387925983688387	24774.198670989164	0	0
Gm12339	-14.460633330252053	9.388209111827319	24793.52458911363	0	0
Clrn1	-14.460628993413295	9.389056457445697	24850.29650195585	0	0
Cfap53	-14.46060728743832	9.388281001546515	24798.135391790765	0	0
Arhgap9	-14.460582435830826	9.38886477245837	24837.159950657817	0	0
Foxp3	-14.460566320250647	9.389000757197188	24846.560624872476	0	0
Vmn1r26	-14.460510511463811	9.388876559248796	24838.607919492915	0	0
Uap1l1	-14.460456097923025	9.388638509408985	24822.21617917109	0	0
Fnd3c2	-14.46041431508923	9.388381015053636	24803.45020186205	0	0
Bcl2a1b	-14.460404984435959	9.39014213071055	24923.881897610678	0	0
Zfp853	-14.460391936458745	9.388392468610496	24805.58799751928	0	0
Ddit4l	-14.460385078297858	9.387992055783739	24778.288940990307	0	0
Gm40123	-14.460316596752657	9.388396672196578	24805.116915808587	0	0
Gm47515	-14.460235978419885	9.38840088087735	24805.255098300688	0	0
Ahcy	-14.460210091220455	9.388798292771458	24832.909512749236	0	0
A530065N20Rik	-14.460186484812187	9.389020536557222	24847.083497964275	0	0
2900041M22Rik	-14.460179143719678	9.38916203147321	24856.66053450466	0	0
BC051077	-14.460156842109777	9.389359673259793	24870.585979811065	0	0
Gm12976	-14.460073154361078	9.388938103223099	24841.248628685793	0	0
Gm38405	-14.460067738742323	9.38907607463039	24850.439166195654	0	0
Gm12081	-14.460042381570421	9.388106420388919	24784.376811137994	0	0
Gm28638	-14.460029137147595	9.38926374438041	24863.49639289162	0	0
Smim27	-14.459983413146508	9.390527603780324	24948.32656386188	0	0
Gm28809	-14.45996990992413	9.389701973591487	24892.917981646384	0	0
Gm13569	-14.459969057122715	9.389500101006737	24879.257668666338	0	0
Acbd7	-14.459954416546974	9.388726360955104	24827.09816979436	0	0
AA388235	-14.45995232569479	9.388723351795024	24826.998789529567	0	0
Sgsh	-14.459907690694534	9.388754537876434	24829.051633668263	0	0
Gpc2	-14.459906836531172	9.388905889383917	24838.108496864763	0	0
Ccdc105	-14.459867723681594	9.389804223477425	24899.506494842753	0	0
Gm43016	-14.45981701358558	9.388065802993308	24781.436606115665	0	0
Cd200r1	-14.459709656363895	9.389309551889543	24866.27330445233	0	0
1300014J16Rik	-14.459684525180851	9.389413239761467	24872.72655344034	0	0
Gm46378	-14.45967668454799	9.388085947269483	24782.63794275166	0	0
1700025F24Rik	-14.459557556201409	9.387963639573979	24771.87820427612	0	0
Ccl6	-14.459526419559188	9.389062434131262	24849.024714780648	0	0
Crp	-14.459478686506335	9.389272479955233	24862.593831220554	0	0
Gm13199	-14.459466960803153	9.388880605969169	24836.41214190237	0	0
Gm15743	-14.459449578536365	9.388135285392096	24785.15498771428	0	0
Top2a	-14.459445915942736	9.388014368210841	24777.46704041256	0	0
4930507D05Rik	-14.459421405572566	9.388336725348926	24799.0251349524	0	0
Gm3839	-14.459376978026404	9.390208887504803	24925.708453542582	0	0
Serpinb9	-14.459354524256806	9.388637157188779	24819.53156689999	0	0
Abca8a	-14.459346182298944	9.387739525182885	24757.88338090186	0	0
Ropn1l	-14.459320838191498	9.389084374549322	24849.658281992375	0	0
9030204H09Rik	-14.45918820572743	9.387757341913685	24758.796322781094	0	0
Bmf	-14.459062218201014	9.389157759809015	24854.361542783183	0	0
Myo1a	-14.458991107548549	9.389185634988467	24855.70340221302	0	0
1700112J05Rik	-14.458960165481294	9.388349809430506	24799.136866900153	0	0
Gm11762	-14.458939814208543	9.388709528415225	24823.11013976942	0	0
Gm41230	-14.458879057374949	9.388600632815756	24815.243881683404	0	0
C4b	-14.458875464078123	9.388605881459128	24816.186086601265	0	0
Gm28221	-14.458860122457258	9.388942469883876	24839.30180598283	0	0
Zfp493	-14.458856949816916	9.388338647369041	24796.895433571248	0	0
Gm30085	-14.458813467142598	9.388786234013898	24828.014980738884	0	0
Card6	-14.458755371365413	9.388474427778199	24807.157511925783	0	0
Gm13054	-14.458642884561012	9.38859982588733	24814.838089165907	0	0
Ttll6	-14.458561655937455	9.38875555766287	24824.25968078328	0	0
Sim1	-14.458458162010096	9.3882813871234	24791.948237136905	0	0
Gm35060	-14.458443086864213	9.389030822421981	24842.520896119433	0	0
Insm1	-14.45840141793426	9.388661215533407	24818.803063437957	0	0
Hspe1-rs1	-14.458370844606769	9.388650760398903	24817.633755439267	0	0
Gm1123	-14.458345924158662	9.38980653853813	24895.667362683664	0	0
Tnfrsf13b	-14.458331343848348	9.389569255256825	24880.327368303442	0	0
Olfr544	-14.458311969539249	9.388521251938837	24809.19175534817	0	0
Nup62	-14.458247691197178	9.388946105379402	24837.265707144434	0	0
Kcnmb4os2	-14.45822953492316	9.388757145642865	24824.946948366472	0	0
Tex48	-14.458160289970428	9.388413545589174	24801.181625474514	0	0
Ceacam16	-14.458153359427278	9.38885730790138	24831.20248866533	0	0
Nek8	-14.458149523696298	9.389682702461322	24886.30731810971	0	0
Acp7	-14.458145454931842	9.389014101832563	24842.17839580581	0	0
A930028N01Rik	-14.4580824517554	9.388929501522599	24835.913973315626	0	0
Asf1b	-14.458080845960865	9.388578847403451	24812.294438994133	0	0
Gm47920	-14.458022630601866	9.388768536926332	24824.91036946061	0	0
Gm16323	-14.457926035823256	9.388392862866255	24799.359670350732	0	0
Gm14210	-14.457821267501066	9.390153079203131	24917.769207769856	0	0
Gm33727	-14.457819453396425	9.38837571115778	24797.904828560902	0	0
B630019A10Rik	-14.45779029022194	9.38908811794647	24845.096280446385	0	0
Crip3	-14.457741441801677	9.389142981675734	24849.51220189412	0	0
Alox12	-14.457718951866404	9.388697118416093	24819.07388465941	0	0
Gm43821	-14.457673792156175	9.38901231930995	24841.0617633088	0	0
Maats1	-14.457554516551781	9.38924177381392	24855.741199415108	0	0
Gm38186	-14.457552185475988	9.388622920529594	24813.889135359837	0	0
Gm42825	-14.45752362861027	9.389335743569486	24861.935821260504	0	0
Gm38101	-14.457499398891867	9.38820032723892	24784.76793037684	0	0
Gm42938	-14.457451366216441	9.389241281488033	24855.83610423069	0	0
Ldlrad2	-14.457396584831942	9.389089919362663	24845.002420741494	0	0
4930578M07Rik	-14.457385940496765	9.388340760158378	24794.320990068005	0	0
1700113H08Rik	-14.457376198359368	9.390727130680311	24953.756339682084	0	0
Plpp2	-14.457374487859122	9.388780684582644	24824.59883056291	0	0
Gm43727	-14.457357260040217	9.388466370002769	24802.350563079137	0	0
Tmem274	-14.457354025337626	9.38869339872766	24817.40782665837	0	0
1700029H14Rik	-14.45734849561979	9.388290898168668	24790.934474801306	0	0
Mapkapk3	-14.457303517825897	9.388946531204855	24835.55194438208	0	0
C4a	-14.45728949539489	9.388307371097516	24791.769057867237	0	0
Trim25	-14.457258864398362	9.388941717596996	24834.63034649972	0	0
Gm10390	-14.4571673436548	9.388832635147077	24827.0467878556	0	0
Fbxo40	-14.457145626366751	9.38855244951475	24807.512544553087	0	0
Lyl1	-14.457133539220612	9.389196381537234	24852.18451699239	0	0
Dnajc5b	-14.45712474470792	9.388985790396157	24837.24500672292	0	0
Zfp575	-14.457121555590103	9.389340784254657	24861.32574543733	0	0
Dnah6	-14.457031659979837	9.388543521157427	24807.233068466514	0	0
4930502E18Rik	-14.456985564386594	9.38898171211465	24835.475989981947	0	0
3100003L05Rik	-14.45697949644649	9.388700489500721	24818.09868141963	0	0
Gm42884	-14.45694733294553	9.389059185292437	24841.652482881662	0	0
Zfp628	-14.456939822213137	9.388610836399348	24811.654550406798	0	0
Zbtb22	-14.456915735018528	9.388678910100628	24816.107948506808	0	0
Gm44763	-14.45690589792578	9.387777316068545	24753.63360229299	0	0
Adam4	-14.456863557905619	9.388278455342482	24788.59484481077	0	0
9230116N13Rik	-14.456823368194343	9.388597828266418	24810.040990726036	0	0
P2rx3	-14.456822237903534	9.38865392662782	24814.053240231602	0	0
Gm47882	-14.456717273785577	9.389823964192216	24892.973087262668	0	0
D030024E09Rik	-14.456680211480618	9.390185847628961	24916.821994565948	0	0
Gm47806	-14.456672846955803	9.389644183367905	24880.430236621956	0	0
Gm9776	-14.45667161987903	9.388943550504255	24832.957843767817	0	0
Gm13075	-14.456666834053381	9.389525362721926	24872.896204536355	0	0
Gm20522	-14.456664261741977	9.388964670589834	24834.53599169979	0	0
1700047F07Rik	-14.456656914603165	9.389311920802976	24858.151918820902	0	0
Ccn2	-14.456611422287644	9.388849791459263	24827.01165656127	0	0
Gm32815	-14.456609738615604	9.389038692604878	24840.15902006959	0	0
Tnfrsf18	-14.456586020318829	9.388322845191453	24790.8424924471	0	0
Gm11592	-14.456462701132077	9.389241516778515	24853.22381477385	0	0
Myc	-14.456438382748324	9.388550266177187	24806.516930296246	0	0
Slc35d2	-14.456436754797677	9.38933665824342	24859.473128750982	0	0
Slc12a3	-14.456424575135651	9.38831774004861	24788.7398528684	0	0
Pgr15l	-14.456415759456233	9.38900642212197	24837.373591663156	0	0
Gm5432	-14.45640326916917	9.388545039454122	24805.79307264925	0	0
Gm26834	-14.456372074550748	9.388860925811503	24826.86573350967	0	0
Trim16	-14.456358475644159	9.387742421710291	24749.043106255755	0	0
Pcdhb6	-14.456274043400093	9.388871440006893	24826.932477949456	0	0
Tmem215	-14.456237416377673	9.389416010314514	24864.353596583464	0	0
Otx2os1	-14.456215846978276	9.39083932628252	24957.83539401531	0	0
Pcdhga10	-14.456213762916464	9.38932789472237	24858.215103031453	0	0
Olfr56	-14.456213561375607	9.390970165411938	24968.088317044556	0	0
Aif1l	-14.456206641912264	9.388971305193312	24834.003592876255	0	0
Tnfaip3	-14.456058317238236	9.389946485327	24899.30214891748	0	0
Gm50046	-14.45601868013023	9.38810848951056	24774.40619674214	0	0
Lamc2	-14.456001997977918	9.38850940943651	24802.363567639193	0	0
Tdrd6	-14.455966153799976	9.38937135317807	24860.87031294181	0	0
H3f3aos	-14.455954318028066	9.388658687440664	24812.157970667104	0	0
Srf	-14.455930832934744	9.390361670680704	24926.847002460694	0	0
Flvcr2	-14.455905138369346	9.389900208493463	24895.853934298073	0	0
Zfp469	-14.455784344267181	9.389254885195207	24851.92534237694	0	0
Gm9903	-14.455759804489965	9.389051214243334	24837.99964792826	0	0
Gm12841	-14.455749842644847	9.389447878060777	24865.09555169029	0	0
